103259286719163415846	438	1430638369	Chikano_Rina	JKT48\TEAM_J	近野莉菜
103342573267763172642	356	1477369322	Melody_Nurramdhani_Laksani	JKT48\TEAM_J	Melody Nurramdhani Laksani
103350333579457321452	15049	1507548951	金子剛	other	金子剛
103367743533270569828	1556	1463839675	Jo_Eriko	NMB48\TEAM_N	城恵理子
103444419310947145740	1552	1507559664	Iino_Miyabi	AKB48\TEAM_A	飯野雅
103559499039879686772	1007	1453803587	Nozawa_Rena	AKB48\TEAM_B	野澤玲奈
103577079977140124149	1125	1507550012	Yabuki_Nako	HKT48\TEAM_H	矢吹奈子
103672820480928504638	473	1507299548	Sato_Kiara	AKB48\TEAM_4	佐藤妃星
103713218956069883516	2595	1476973783	Tsuzuki_Rika	SKE48\TEAM_S	都築里佳
103948509378248185139	5245	1473337105	Shiroma_Miru	NMB48\TEAM_M	白間美瑠
103959130721189812017	3710	1429891566	湯浅洋	other	湯浅洋
104003652269738791415	2322	1507560245	Yamada_Marina	HKT48\TEAM_H	山田麻莉奈
104185663412698594190	3520	1507560367	Motomura_Aoi	HKT48\TEAM_KIV	本村碧唯
104194696388777073954	1251	1505265466	Furuhata_Nao	SKE48\TEAM_KII	古畑奈和
104341148263550771546	1472	1471871662	Goto_Risako	SKE48\TEAM_S	後藤理沙子
104439643812463829576	267	1458020417	Uemura_Azusa	NMB48\TEAM_M	植村梓
104529234818538128511	3378	1449529239	Okita_Ayaka	NMB48\TEAM_M	沖田彩華
104542081579938874871	1082	1496839956	Matsumoto_Chikako	SKE48\TEAM_S	松本慈子
104773980789079999630	2110	1507313640	Akiyoshi_Yuka	HKT48\TEAM_H	秋吉優花
104815465208323574550	1940	1507557666	Mukaichi_Mion	AKB48\TEAM_4	向井地美音
104832409151547328144	2314	1507557061	Omori_Miyuu	AKB48\TEAM_4	大森美優
105015705151101532017	1777	1453172515	Nakanishi_Chiyori	AKB48\TEAM_A	中西智代梨
105047002579470450869	3320	1507551902	Hokazono_Hazuki	HKT48\Kenkyuusei	外薗葉月
105061858596196255815	872	1459373256	Kumazaki_Haruka	SKE48\TEAM_E	熊崎晴香
105078910574942856246	1372	1507389916	Taniguchi_Megu	AKB48\TEAM_A	谷口めぐ
105194101177612637043	1235	1471176617	Morita_Ayaka	NMB48\Kenkyuusei	森田彩花
105493861434312425996	1043	1507480323	Yamashita_EmiRi	HKT48\Kenkyuusei	山下エミリー
105604609782506015432	1191	1500564867	Kojima_Mako	AKB48\TEAM_K	小嶋真子
105610508746152409503	1780	1449357332	Shibuya_Nagisa	NMB48\TEAM_BII	渋谷凪咲
105665047658486860449	1474	1507562691	Arai_Yuki	SKE48\TEAM_KII	荒井優希
105835152133357364264	2002	1507178562	Sasaki_Yukari	AKB48\TEAM_4	佐々木優佳里
105868959172319352511	1394	1507549557	Kawamoto_Saya	AKB48\TEAM_B	川本紗矢
105975378768005691666	4744	1472477550	Hayashi_Momoka	NMB48\TEAM_BII	林萌々香
106045837216950688504	594	1474991474	Devi_Kinal_Putri	JKT48\TEAM_J	Devi Kinal Putri
106166082359574012420	5083	1497279309	Inoue_Yuriya	HKT48\TEAM_H	井上由莉耶
106575927859217364851	1120	1507552999	Goto_Moe	AKB48\TEAM_B	後藤萌咲
106829664684074866626	958	1460244494	Hidaka_Yuzuki	SKE48\TEAM_KII	日高優月
106871589723314171280	1387	1507558824	Fukushi_Nao	SKE48\TEAM_E	福士奈央
106880477295979333654	1483	1507474122	Kurihara_Sae	HKT48\Kenkyuusei	栗原紗英
106926723626971174827	1811	1444391230	Takayanagi_Akane	SKE48\TEAM_KII	高柳明音
107238963481347254445	2791	1468194916	Futamura_Haruka	SKE48\TEAM_S	二村春香
107241677527739013868	3302	1507471887	Matsuoka_Natsumi	HKT48\TEAM_H	松岡菜摘
107370876377500588267	562	1466302454	Iso_Kanae	NMB48\TEAM_BII	磯佳奈江
107410599171378978168	5896	1453820025	Ijiri_Anna	NMB48\TEAM_BII	井尻晏菜
107601672136294326338	344	1480046194	Shania_Junianatha	JKT48\TEAM_J	Shania Junianatha
107626904264065248069	1839	1473553032	Ego_Yuna	SKE48\TEAM_KII	江籠裕奈
107850647144188324652	3165	1507468163	Ueki_Nao	HKT48\TEAM_KIV	植木南央
107858117023519021548	3133	1507557984	Moriyasu_Madoka	HKT48\TEAM_KIV	森保まどか
107910364578005352567	1470	1472560301	Takahashi_Juri	AKB48\TEAM_B	高橋朱里
107951103633724735018	4083	1507468892	Nishizawa_Rurina	NMB48\Kenkyuusei	西澤瑠莉奈
108018326935141497587	3533	1504232099	Ichino_Narumi	SKE48\TEAM_E	市野成美
108158383330906277526	1181	1507540367	Tanaka_Miku	HKT48\TEAM_H	田中美久
108199783819141838282	1434	1507555096	Yamauchi_Yuna	HKT48\Kenkyuusei	山内祐奈
108233787438424471919	1946	1507475752	Tomiyoshi_Asuka	HKT48\TEAM_KIV	冨吉明日香
108246279762026812099	3029	1498793684	Izuta_Rina	AKB48\TEAM_B	伊豆田莉奈
108252790369525260137	1670	1463370735	Odan_Mai	NMB48\Kenkyuusei	大段舞依
108341666924993077629	2845	1459350406	Koga_Narumi	NMB48\TEAM_N	古賀成美
108705263081706477178	3054	1503423354	Matsumura_Kaori	SKE48\Kenkyuusei	松村香織
108841554434587390767	2533	1429331243	Mita_Mao	NMB48\TEAM_M	三田麻央
108854773205091274205	3269	1507557335	Kojina_Yui	HKT48\TEAM_H	神志那結衣
108862052279750773861	5580	1463790447	Yoshida_Akari	NMB48\TEAM_N	吉田朱里
109057690948151627836	11383	1503754358	Azuma_Yuki	NMB48\TEAM_M	東由樹
109296261729226382359	2005	1507475943	Kitazawa_Saki	AKB48\TEAM_4	北澤早紀
109380179669644031316	853	1439697707	Yokoyama_Yui	AKB48\TEAM_K	横山由依
109503962668698372253	1277	1495016043	Tani_Marika	SKE48\TEAM_E	谷真理佳
109547251260290757268	236	1456454077	Kashiwagi_Yuki	AKB48\TEAM_B	柏木由紀
109604402297397821753	1697	1502627505	Shinozaki_Ayana	AKB48\TEAM_4	篠崎彩奈
109823086254169095183	1628	1507543811	Kitano_Ruka	SKE48\TEAM_KII	北野瑠華
109994959142682444259	490	1480169715	Takatera_Sana	SKE48\TEAM_E	髙寺沙菜
110200146300913549655	1773	1507561148	Aramaki_Misaki	HKT48\Kenkyuusei	荒巻美咲
110216234612751595989	1124	1441597737	Oba_Mina	SKE48\TEAM_KII	大場美奈
110219169108613831999	554	1420382437	Kinoshita_Momoka	NMB48\TEAM_M	木下百花
110221379296164374925	393	1454555824	Takei_Sara	NMB48\TEAM_M	武井紗良
110411931274245584822	1583	1507384177	Takeuchi_Saki	SKE48\Kenkyuusei	竹内彩姫
110515811233847190239	5291	1476090209	Yagura_Fuuko	NMB48\TEAM_M	矢倉楓子
110685439567308953513	102	1479577427	Frieska_Anastasia_Laksani	JKT48\TEAM_J	Frieska Anastasia Laksani
110723563001146503636	2218	1507561057	Fukagawa_Maiko	HKT48\TEAM_KIV	深川舞子
110865913368376328033	339	1474870731	Hirajima_Natsumi	other	平嶋夏海
111001986183198441065	939	1449415146	Kizaki_Yuria	AKB48\TEAM_4	木﨑ゆりあ
111136800343581363734	2323	1440456166	Ota_Yuuri	NMB48\TEAM_N	太田夢莉
111167834152662625124	41	1459578649	Uno_Mizuki	NMB48\TEAM_M	鵜野みずき
111353003766284590010	2361	1457276068	Kawakami_Chihiro	NMB48\TEAM_BII	川上千尋
111363964900769496942	3427	1507563502	Shimono_Yuki	HKT48\TEAM_KIV	下野由貴
111577742898202735013	1950	1501690734	Kamata_Natsuki	SKE48\Kenkyuusei	鎌田菜月
111886243683596094429	66	1413906387	Watanabe_Mayu	AKB48\TEAM_B	渡辺麻友
111907069956262615426	3360	1506774731	Kodama_Haruka	HKT48\TEAM_H	兒玉遥
112054336332152179826	2819	1507561282	Ueno_Haruka	HKT48\TEAM_H	上野遥
112073936670845640520	1014	1478354266	Okada_Ayaka	AKB48\TEAM_4	岡田彩花
112196801092533679445	1101	1502873464	Iwahana_Shino	HKT48\TEAM_KIV	岩花詩乃
112303747535405730870	2506	1507465335	Tanaka_Yuka	HKT48\TEAM_KIV	田中優香
112309691086068535265	1061	1463878103	Sato_Sumire	SKE48\TEAM_E	佐藤すみれ
112423184237495121448	1767	1506433222	Murayama_Yuiri	AKB48\TEAM_4	村山彩希
112701883011655108252	68	1458637327	Sonia_Natalia	JKT48\TEAM_J	Sonia Natalia
112809008708989184267	2994	1507207265	Kumazawa_Serina	HKT48\TEAM_KIV	熊沢世莉奈
112984877710421269938	2107	1464001585	Kato_Rena	AKB48\TEAM_4	加藤玲奈
113163959577431341409	1710	1496493374	Okada_Nana	AKB48\TEAM_4	岡田奈々
113175170244847276511	505	1426233905	Minegishi_Minami	AKB48\TEAM_4	峯岸みなみ
113237129985616151739	306	1459957777	Kohara_Haruka	other	小原春香
113498563179644571221	3335	1507554377	Tomonaga_Mio	HKT48\TEAM_KIV	朝長美桜
113548903943701827498	4355	1431896656	Kawakami_Rena	NMB48\TEAM_M	川上礼奈
113584924002922040282	876	1507208082	Yumoto_Ami	AKB48\TEAM_K	湯本亜美
113611364612257749997	2254	1507478060	Sakamoto_Erena	HKT48\Kenkyuusei	坂本愛玲菜
113695134887071992188	1455	1507566213	Komiyama_Haruka	AKB48\TEAM_4	込山榛香
113713719436007383684	1249	1507460601	Ichikawa_Manami	AKB48\TEAM_A	市川愛美
113802980432419095056	330	1465234045	Nabilah_Ratna_Ayu_Azalia	JKT48\TEAM_J	Nabilah Ratna Ayu Azalia
113849034080168289470	2624	1507563818	Komada_Hiroka	HKT48\TEAM_H	駒田京伽
113971612493421284619	475	1461169138	Kitagawa_Ryoha	SKE48\TEAM_S	北川綾巴
114104978057243056961	104	1405936863	Gabriela_Margareth_Warouw	JKT48\TEAM_J	Gabriela Margareth Warouw
114392080665434978357	595	1439636202	Kitahara_Rie	AKB48\TEAM_K	北原里英
114433951972746099923	3404	1457142719	Murase_Sae	NMB48\TEAM_M	村瀬紗英
114693866568676269449	2716	1448197171	Saito_Makiko	SKE48\TEAM_E	斉藤真木子
114958145471772079443	1792	1503580724	Tanaka_Natsumi	HKT48\TEAM_H	田中菜津美
115154079096419739247	1621	1450700022	Kojima_Natsuki	AKB48\TEAM_A	小嶋菜月
115449512138863581856	1849	1476174363	Tanabe_Miku	AKB48\TEAM_B	田名部生来
115488735552292442161	1970	1507527396	Ida_Reona	SKE48\Kenkyuusei	井田玲音名
115608229387461419797	3718	1507472055	Murashige_Anna	HKT48\TEAM_KIV	村重杏奈
115608720286302539308	1603	1480481966	Mogi_Shinobu	AKB48\TEAM_4	茂木忍
115730192449019105814	3065	1507420546	Inuzuka_Asana	SKE48\Kenkyuusei	犬塚あさな
115765743928146295934	4246	1448107410	Ishida_Yuumi	NMB48\Kenkyuusei	石田優美
115776582911608446200	1152	1505634344	Okawa_Rio	AKB48\TEAM_4	大川莉央
115940285904755808895	1245	1445391452	Tano_Yuuka	AKB48\TEAM_K	田野優花
115975634910643785199	5465	1472909121	Suda_Akari	SKE48\TEAM_E	須田亜香里
116018916399618465239	5178	1483966674	Kushiro_Rina	NMB48\TEAM_M	久代梨奈
116138450385389714584	2869	1492443295	Iwatate_Saho	AKB48\TEAM_4	岩立沙穂
116285924072176038790	4063	1452757802	Kusaka_Konomi	NMB48\TEAM_BII	日下このみ
116300481938868290370	5809	1462114085	Katou_Yuuka	NMB48\TEAM_N	加藤夕夏
116324240483798147615	656	1447309809	Oya_Masana	SKE48\TEAM_S	大矢真那
116652274068804703237	1094	1507214099	Soda_Sarina	SKE48\TEAM_KII	惣田紗莉渚
116860877392278377224	1171	1507558921	Shimoguchi_Hinana	AKB48\TEAM_K	下口ひなな
116932464999954700023	7909	1506610598	尾崎充	other	尾崎充
117112934097805993302	3075	1457250900	Nakano_Reina	NMB48\Kenkyuusei	中野麗来
117186291048421758383	3460	1489878054	Aoki_Shiori	SKE48\Kenkyuusei	青木詩織
117555569787343101894	2236	1456008292	Ishizuka_Akari	NMB48\TEAM_M	石塚朱莉
117707688126397914031	1497	1507557113	Tatsuya_Makiho	AKB48\TEAM_A	達家真姫宝
118142366345814312525	1988	1503576564	Ui_Mashiro	HKT48\TEAM_H	宇井真白
118292013193988155683	1851	1451400644	Kimoto_Kanon	SKE48\TEAM_E	木本花音
